Entry	Gene Names (primary)	Gene Names (ordered locus)	Pathway	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	STRING	eggNOG	OrthoDB	UniPathway	CDD	PROSITE	SMART	Pfam	InterPro	Gene Names
Q9HP41	trh3					sequence-specific DNA binding [GO:0043565]	64091.VNG_1816G;		93242at2157;		cd00090;	PS00519;PS50956;	SM00344;	PF01037;PF13404;	IPR011991;IPR000485;IPR011008;IPR019888;IPR019887;IPR019885;IPR036388;IPR036390;	trh3 VNG_1816G
Q9HP44	eye			response to antibiotic [GO:0046677]					23740at2157;		cd14728;			PF05139;	IPR007815;IPR014622;	eye ereB VNG_1811G
Q9HP45							64091.VNG_1809H;		74033at2157;					PF19132;	IPR043853;	VNG_1809H
Q9HP46							64091.VNG_1807H;		95686at2157;							VNG_1807H
Q9HP47									128707at2157;							VNG_1806H
Q9HP48	noxA					flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]	64091.VNG_1804G;		33756at2157;					PF07992;	IPR036188;IPR023753;IPR016156;	noxA VNG_1804G
Q9HP49																VNG_1802H
Q9HP51									131210at2157;							VNG_1800H
Q9HP52							64091.VNG_1798H;		67509at2157;					PF19646;	IPR046147;	VNG_1798H
Q9HP53					integral component of membrane [GO:0016021]				130551at2157;							VNG_1796H
Q9HP54						oxidoreductase activity [GO:0016491]	64091.VNG_1795C;		68194at2157;					PF01593;	IPR002937;IPR036188;	VNG_1795C
Q9HP56						endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]	64091.VNG_1794C;		1287at2157;			PS01123;PS50830;	SM00318;	PF00565;	IPR035437;IPR016071;IPR002071;	VNG_1794C
Q9HP58					integral component of membrane [GO:0016021]		64091.VNG_1791C;		69617at2157;					PF07187;	IPR009845;	VNG_1791C
Q9HP59									117877at2157;					PF02635;	IPR027396;IPR003787;	VNG_1790H
Q9HP60							64091.VNG_1788C;							PF19810;	IPR046260;	VNG_1788C
Q9HP61									120056at2157;							VNG_1787H
Q9HP62							64091.VNG_1786H;		116902at2157;						IPR036388;IPR036390;	VNG_1786H
Q9HP63	panF				integral component of membrane [GO:0016021]	transmembrane transporter activity [GO:0022857]	64091.VNG_1785G;		8968at2157;			PS50283;		PF00474;	IPR038377;IPR001734;	panF VNG_1785G
Q9HP64					integral component of membrane [GO:0016021]		64091.VNG_1783H;		122374at2157;					PF11755;	IPR021741;	VNG_1783H
Q9HP66					integral component of membrane [GO:0016021]; membrane [GO:0016020]		64091.VNG_1782C;							PF01940;	IPR002794;	VNG_1782C
Q9HP67				polyprenol biosynthetic process [GO:0016094]		polyprenyltransferase activity [GO:0002094]	64091.VNG_1781C;							PF01255;	IPR001441;IPR036424;	VNG_1781C
Q9HP69							64091.VNG_1777H;		99527at2157;					PF19090;	IPR043927;	VNG_1777H
Q9HP74	pgp			dephosphorylation [GO:0016311]; DNA repair [GO:0006281]		kinase activity [GO:0016301]; phosphoglycolate phosphatase activity [GO:0008967]	64091.VNG_1772G;		79753at2157;					PF13419;	IPR036412;IPR041492;IPR023214;IPR023198;	pgp VNG_1772G
Q9HP76					integral component of membrane [GO:0016021]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	64091.VNG_1770C;					PS50011;		PF03109;	IPR004147;IPR011009;IPR000719;	VNG_1770C
Q9HP77				riboflavin biosynthetic process [GO:0009231]		hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; metal ion binding [GO:0046872]	64091.VNG_1769C;							PF02633;	IPR024087;IPR003785;	VNG_1769C
Q9HP79	speB			putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]		agmatinase activity [GO:0008783]; metal ion binding [GO:0046872]	64091.VNG_1767G;		52310at2157;			PS01053;PS51409;		PF00491;	IPR005925;IPR006035;IPR023696;IPR020855;	speB VNG_1767G
Q9HP83	proX				ATP-binding cassette (ABC) transporter complex [GO:0043190]	transmembrane transporter activity [GO:0022857]	64091.VNG_1762G;		40896at2157;					PF04069;	IPR007210;	proX cosB VNG_1762G
Q9HP86					integral component of membrane [GO:0016021]				114974at2157;							VNG_1758H
Q9HP88	crtI2		PATHWAY: Carotenoid biosynthesis. {ECO:0000256|ARBA:ARBA00004829}.	carotenoid biosynthetic process [GO:0016117]		oxidoreductase activity [GO:0016491]	64091.VNG_1755G;							PF01593;	IPR002937;IPR014105;IPR036188;	crtI2 VNG_1755G
Q9HP90									99962at2157;					PF00582;	IPR014729;IPR006015;IPR006016;	VNG_1752C
Q9HP91							64091.VNG_1751H;		16486at2157;			PS50112;	SM00091;	PF08448;	IPR000014;IPR035965;IPR013656;	VNG_1751H
Q9HP92	gbp1				cytoplasm [GO:0005737]	ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]	64091.VNG_1749G;		51913at2157;			PS51710;		PF01926;PF08438;PF02824;	IPR012675;IPR031167;IPR006073;IPR013646;IPR027417;IPR004095;IPR012676;	gbp1 VNG_1749G
Q9HP93						oxidoreductase activity [GO:0016491]	64091.VNG_1748C;		69813at2157;					PF00106;	IPR036291;IPR002347;	VNG_1748C
Q9HP94							64091.VNG_1746C;		73419at2157;					PF09844;	IPR023375;IPR018644;	VNG_1746C
Q9HP95					integral component of membrane [GO:0016021]		64091.VNG_1744H;		87930at2157;							VNG_1744H
Q9HP97							64091.VNG_1740C;		64670at2157;							VNG_1740C
Q9HP98	htlC						64091.VNG_1739G;		93701at2157;						IPR027417;	htlC VNG_1739G
Q9HP99						glycosyltransferase activity [GO:0016757]	64091.VNG_1737H;		23719at2157;							VNG_1737H
Q9HPA0						catalytic activity [GO:0003824]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170]	64091.VNG_1735C;		61157at2157;			PS51340;		PF03473;PF03476;	IPR005302;IPR005303;IPR011037;	VNG_1735C
Q9HPA1					integral component of membrane [GO:0016021]				114974at2157;							VNG_1734H
Q9HPA3					integral component of membrane [GO:0016021]		64091.VNG_1732C;		69498at2157;					PF07885;PF00805;PF13576;	IPR001646;IPR013099;	VNG_1732C
Q9HPA6	htlB				integral component of membrane [GO:0016021]		64091.VNG_1726G;		41167at2157;				SM01415;	PF01956;	IPR002809;IPR038978;	htlB VNG_1726G
Q9HPA8							64091.VNG_1723H;		106433at2157;							VNG_1723H
Q9HPA9	trkH2			potassium ion transport [GO:0006813]	integral component of membrane [GO:0016021]	cation transmembrane transporter activity [GO:0008324]	64091.VNG_1721G;		13996at2157;					PF02386;	IPR003445;	trkH2 VNG_1721G
Q9HPB0							64091.VNG_1720H;		35101at2157;					PF01497;	IPR002491;	VNG_1720H
Q9HPD6					integral component of membrane [GO:0016021]	transmembrane transporter activity [GO:0022857]	64091.VNG_1687C;		59290at2157;			PS50850;		PF07690;	IPR011701;IPR020846;IPR036259;	VNG_1687C
Q9HPD8	crtI1		PATHWAY: Carotenoid biosynthesis. {ECO:0000256|ARBA:ARBA00004829}.	carotenoid biosynthetic process [GO:0016117]		oxidoreductase activity [GO:0016491]	64091.VNG_1684G;		41143at2157;					PF01593;	IPR002937;IPR014105;IPR036188;	crtI1 crtD VNG_1684G
Q9HPE0	cruF				integral component of membrane [GO:0016021]	lyase activity [GO:0016829]	64091.VNG_1681C;		77334at2157;					PF04240;	IPR017823;IPR007354;	cruF VNG_1681C
Q9HPE1	crtB2			biosynthetic process [GO:0009058]		farnesyltranstransferase activity [GO:0004311]; geranylgeranyl-diphosphate geranylgeranyltransferase activity [GO:0016767]	64091.VNG_1680G;		62240at2157;		cd00683;			PF00494;	IPR008949;IPR002060;IPR044843;IPR033904;	crtB2 VNG_1680G
Q9HPE2							64091.VNG_1679H;		107129at2157;							VNG_1679H
Q9HPE3					integral component of membrane [GO:0016021]											VNG_1678H
Q9HPE4	gbp2			translational elongation [GO:0006414]		GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	64091.VNG_1676G;		21155at2157;			PS51722;		PF00009;PF03144;PF03143;	IPR004161;IPR039263;IPR027417;IPR000795;IPR009000;IPR009001;IPR004160;	gbp2 VNG_1676G
Q9HPE5					integral component of membrane [GO:0016021]		64091.VNG_1675H;		95420at2157;		cd06257;	PS50076;	SM00271;	PF00226;	IPR001623;IPR036869;	VNG_1675H
Q9HPE6																VNG_1674H
Q9HPE7							64091.VNG_1672H;		120406at2157;							VNG_1672H
Q9HPE8							64091.VNG_1670C;		118563at2157;					PF09999;	IPR018716;	VNG_1670C
Q9HPF1							64091.VNG_1666H;		128434at2157;					PF04321;	IPR036291;IPR029903;	VNG_1666H
Q9HPF3					integral component of membrane [GO:0016021]				130442at2157;							VNG_1664H
Q9HPF4							64091.VNG_1663C;		45411at2157;			PS51371;	SM00116;	PF00571;	IPR000644;IPR046342;IPR014651;	VNG_1663C
Q9HPF7									99962at2157;					PF00582;	IPR014729;IPR006015;IPR006016;	VNG_1658C
Q9HPF8							64091.VNG_1656H;		81293at2157;							VNG_1656H
Q9HPF9					extracellular region [GO:0005576]; plasma membrane [GO:0005886]; S-layer [GO:0030115]		64091.VNG_1657H;		74464at2157;						IPR013783;IPR026371;	VNG_1657H
Q9HPG0					integral component of membrane [GO:0016021]				120149at2157;							VNG_1655H
Q9HPG1	cdc48e			cell division [GO:0051301]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	64091.VNG_1654G;					PS00674;	SM00382;	PF00004;PF17862;	IPR003593;IPR041569;IPR003959;IPR003960;IPR027417;	cdc48e aaa4 VNG_1654G
Q9HPG2									21346at2235;							VNG_1650H
Q9HPG7					integral component of membrane [GO:0016021]											VNG_1645H
Q9HPG9							64091.VNG_1642H;									VNG_1642H
Q9HPH0					integral component of membrane [GO:0016021]		64091.VNG_1641H;		100417at2157;					PF09335;	IPR032816;	VNG_1641H
Q9HPH1							64091.VNG_1640H;		108757at2157;					PF19148;	IPR043870;	VNG_1640H
Q9HPH2							64091.VNG_1638H;		84841at2157;							VNG_1638H
Q9HPH3	hcpA					copper ion binding [GO:0005507]; electron transfer activity [GO:0009055]	64091.VNG_1637G;		42446at2157;					PF00127;	IPR000923;IPR008972;	hcpA VNG_1637G
Q9HPH6	cbiQ			cobalt ion transport [GO:0006824]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; integral component of plasma membrane [GO:0005887]		64091.VNG_1632G;		104006at2157;					PF02361;	IPR003339;IPR012809;	cbiQ VNG_1632G
Q9HPH8					integral component of membrane [GO:0016021]				130338at2157;							VNG_1630H
Q9HPH9	aad					oxidoreductase activity [GO:0016491]	64091.VNG_1628G;		43721at2157;					PF00248;	IPR023210;IPR036812;	aad VNG_1628G
Q9HPI0					integral component of membrane [GO:0016021]		64091.VNG_1626C;							PF00892;	IPR000620;	VNG_1626C
Q9HPI1	rnhA1					nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	64091.VNG_1625H;		80478at2157;						IPR012337;IPR036397;	rnhA1 VNG_1625H
Q9HPI3	ccp			heme A biosynthetic process [GO:0006784]	integral component of membrane [GO:0016021]	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor [GO:0016653]	64091.VNG_1623G;		86515at2157;					PF02628;	IPR003780;	ccp ctaA VNG_1623G
Q9HPI5							64091.VNG_1621H;		103265at2157;					PF12900;	IPR024747;IPR012349;	VNG_1621H
Q9HPI6					integral component of membrane [GO:0016021]				104835at2157;							VNG_1619H
Q9HPI7						N-acetyltransferase activity [GO:0008080]	64091.VNG_1617H;		86297at2157;			PS51186;		PF00583;	IPR016181;IPR000182;	VNG_1617H
Q9HPI8						DNA binding [GO:0003677]	64091.VNG_1616C;				cd00093;	PS50943;	SM00530;		IPR001387;IPR010982;IPR017271;	VNG_1616C
Q9HPI9					cytosol [GO:0005829]	FMN binding [GO:0010181]; oxidoreductase activity [GO:0016491]	64091.VNG_1618H;		89591at2157;					PF03358;	IPR029039;IPR005025;	VNG_1618H
Q9HPJ0	mvaB			acetyl-CoA metabolic process [GO:0006084]; farnesyl diphosphate biosynthetic process, mevalonate pathway [GO:0010142]		hydroxymethylglutaryl-CoA synthase activity [GO:0004421]	64091.VNG_1615G;		12601at2157;					PF08540;PF01154;	IPR013746;IPR013528;IPR016039;	mvaB hmgB hmgS VNG_1615G
Q9HPJ1							64091.VNG_1613H;									VNG_1613H
Q9HPJ2							64091.VNG_1611C;		81883at2157;					PF09920;	IPR014518;	VNG_1611C
Q9HPJ3	tatD					exonuclease activity [GO:0004527]	64091.VNG_1610C;		47746at2157;					PF01026;	IPR032466;IPR001130;IPR011589;	tatD VNG_1610C
Q9HPJ4									90481at2157;					PF01987;	IPR002838;IPR036983;IPR016031;	VNG_1609C
Q9HPJ5						ribonuclease activity [GO:0004540]	64091.VNG_1608C;							PF01936;	IPR021139;IPR028082;	VNG_1608C
Q9HPJ6	cheC2			chemotaxis [GO:0006935]		hydrolase activity [GO:0016787]	64091.VNG_1607G;		75634at2157;					PF04509;	IPR007597;IPR028976;	cheC2 VNG_1607G
Q9HPK1																VNG_1598H
Q9HPK2		VNG_1595C					64091.VNG_1595C;		43889at2157;			PS51318;			IPR006311;	VNG_1595C
Q9HPK3	cysT2				integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	64091.VNG_1592G;		97465at2157;		cd06261;	PS50928;		PF00528;	IPR000515;IPR035906;IPR006469;	cysT2 VNG_1592G
Q9HPK4							64091.VNG_1591H;									VNG_1591H
Q9HPK5																VNG_1590H
Q9HPK6									141719at2157;							VNG_1589C
Q9HPK7				transposition, DNA-mediated [GO:0006313]		DNA binding [GO:0003677]; transposase activity [GO:0004803]			38580at2157;					PF01609;	IPR002559;	VNG_0213H VNG_1587H VNG_6043H VNG_6421H VNG_6483H VNG_7036 VNG_7173
Q9HPK8							64091.VNG_1585C;							PF07510;	IPR011089;	VNG_1585C
Q9HPL1						catalytic activity [GO:0003824]	64091.VNG_1581C;		90478at2157;					PF12804;	IPR025877;IPR029044;	VNG_1581C
Q9HPL4							64091.VNG_1577C;								IPR036412;IPR006439;IPR023214;	VNG_1577C
Q9HPL6	cobI			cobalamin biosynthetic process [GO:0009236]		ATP binding [GO:0005524]; cob(I)yrinic acid a,c-diamide adenosyltransferase activity [GO:0008817]	64091.VNG_1574G;				cd00561;			PF02572;	IPR003724;IPR027417;	cobI cobA cobO VNG_1574G
Q9HPL8		VNG_1572C				nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity [GO:0008939]	64091.VNG_1572C;		41909at2157;		cd02439;				IPR003200;IPR002805;IPR036087;	VNG_1572C
Q9HPL9	cbiX3			cobalamin biosynthetic process [GO:0009236]		lyase activity [GO:0016829]; metal ion binding [GO:0046872]	64091.VNG_1570H;		54736at2157;					PF01903;	IPR002762;	cbiX3 VNG_1570H
Q9HPM2	cobN			cobalamin biosynthetic process [GO:0009236]		cobaltochelatase activity [GO:0051116]	64091.VNG_1566G;				cd10150;			PF02514;	IPR011953;IPR003672;	cobN VNG_1566G
Q9HPM4							64091.VNG_1564H;		37292at2157;						IPR011047;IPR015943;	VNG_1564H
Q9HPM5							64091.VNG_1562H;		109243at2157;					PF11483;	IPR021577;	VNG_1562H
Q9HPM6							64091.VNG_1561C;								IPR036249;	VNG_1561C
Q9HPM7							64091.VNG_1559H;		60296at2157;							VNG_1559H
Q9HPM8							64091.VNG_1558H;									VNG_1558H
Q9HPN0	cobH		PATHWAY: Cofactor biosynthesis; adenosylcobalamin biosynthesis. {ECO:0000256|ARBA:ARBA00004953}.	cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]		methyltransferase activity [GO:0008168]	64091.VNG_1555G;		49464at2157;	UPA00148;	cd11646;			PF00590;	IPR000878;IPR035996;IPR014777;IPR014776;IPR006363;	cobH cbiH1 cobJ1 VNG_1555G
Q9HPN1	cbiG			cobalamin biosynthetic process [GO:0009236]		hydrolase activity [GO:0016787]	64091.VNG_1554G;		77403at2157;					PF01890;PF11760;	IPR021744;IPR002750;IPR036518;IPR038029;	cbiG VNG_1554G
Q9HPN2	cbiF			cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]		precorrin-4 C11-methyltransferase activity [GO:0046026]	64091.VNG_1553G;		67633at2157;		cd11641;			PF00590;	IPR000878;IPR035996;IPR014777;IPR014776;IPR006362;	cbiF cobM VNG_1553G
Q9HPN3	cbiL			cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]		precorrin-2 C20-methyltransferase activity [GO:0030788]	64091.VNG_1551G;		83180at2157;		cd11645;	PS00839;		PF00590;	IPR000878;IPR035996;IPR014777;IPR012382;IPR003043;	cbiL cobI VNG_1551G
Q9HPN5				regulation of transcription, DNA-templated [GO:0006355]		DNA binding [GO:0003677]	64091.VNG_1548C;		41689at2157;				SM00419;		IPR012318;IPR012015;IPR036388;IPR036390;	VNG_1548C
Q9HPN6	grx3			glutathione metabolic process [GO:0006749]		glutathione oxidoreductase activity [GO:0097573]	64091.VNG_1546H;		124641at2157;			PS50404;		PF00462;	IPR002109;IPR004045;IPR036249;	grx3 VNG_1546H
Q9HPN7						ATP binding [GO:0005524]; cob(I)yrinic acid a,c-diamide adenosyltransferase activity [GO:0008817]	64091.VNG_1547C;							PF01923;	IPR016030;IPR036451;IPR029499;	VNG_1547C
Q9HPN8	clc			chloride transport [GO:0006821]	integral component of membrane [GO:0016021]	voltage-gated chloride channel activity [GO:0005247]	64091.VNG_1544G;		20726at2157;			PS51371;	SM00116;	PF00571;PF00654;	IPR000644;IPR046342;IPR014743;IPR001807;	clc VNG_1544G
Q9HPP2	ywfD					oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	64091.VNG_1540G;		71557at2157;						IPR036291;IPR002347;	ywfD VNG_1540G
Q9HPP3									92178at2157;							VNG_1538H
Q9HPP4				dGTP catabolic process [GO:0006203]		dGTPase activity [GO:0008832]	64091.VNG_1537C;		11161at2157;		cd00077;	PS51831;	SM00471;	PF01966;PF19276;	IPR003607;IPR045509;IPR006674;	VNG_1537C
Q9HPP5							64091.VNG_1536C;		99962at2157;					PF00582;	IPR014729;IPR006015;IPR006016;	VNG_1536C
Q9HPP6																VNG_1534H
Q9HPP7									6449at2157;							VNG_1533H
Q9HPP9	pccX					propionyl-CoA carboxylase activity [GO:0004658]	64091.VNG_1530H;		130562at2157;							pccX VNG_1530H
Q9HPQ1	nac				integral component of membrane [GO:0016021]	symporter activity [GO:0015293]	64091.VNG_1528G;		11037at2157;			PS50267;		PF00209;	IPR000175;IPR037272;	nac VNG_1528G
Q9HPQ2	trp6				integral component of membrane [GO:0016021]	ATP binding [GO:0005524]; symporter activity [GO:0015293]	64091.VNG_1526G;		11037at2157;			PS50267;		PF00209;	IPR000175;IPR037272;	trp6 VNG_1526G
Q9HPQ3					integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		64091.VNG_1525C;		76036at2157;					PF13194;PF02308;	IPR025105;IPR003416;	VNG_1525C
Q9HPQ4				gamma-aminobutyric acid catabolic process [GO:0009450]		4-aminobutyrate transaminase activity [GO:0003867]; pyridoxal phosphate binding [GO:0030170]	64091.VNG_1524C;		34141at2157;		cd00610;	PS00600;		PF00202;	IPR005814;IPR015424;IPR015421;IPR015422;	VNG_1524C
Q9HPQ7					integral component of membrane [GO:0016021]									PF11127;	IPR021309;	VNG_1519H
Q9HPQ8									99962at2157;					PF00582;	IPR014729;IPR006015;IPR006016;	VNG_1518H
Q9HPR0					integral component of membrane [GO:0016021]		64091.VNG_1514H;		98806at2157;					PF04893;	IPR006977;	VNG_1514H
Q9HPR1							64091.VNG_1513H;									VNG_1513H
Q9HPR2				translation [GO:0006412]		mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	64091.VNG_1511C;					PS50126;	SM00316;	PF00575;PF01336;	IPR012340;IPR004365;IPR022967;IPR003029;	VNG_1511C
Q9HPR7						3'-tRNA processing endoribonuclease activity [GO:0042781]	64091.VNG_1503C;		107971at2157;		cd07719;		SM00849;	PF12706;	IPR044094;IPR001279;IPR036866;	VNG_1503C
Q9HPR8	hel			DNA replication, Okazaki fragment processing [GO:0033567]		5'-flap endonuclease activity [GO:0017108]; RNA binding [GO:0003723]; single-stranded DNA helicase activity [GO:0017116]	64091.VNG_1501G;				cd18808;			PF13086;PF13087;PF12705;	IPR026851;IPR045055;IPR041679;IPR041677;IPR027417;IPR011604;IPR038726;	hel VNG_1501G
Q9HPR9							64091.VNG_1500H;									VNG_1500H
Q9HPS0							64091.VNG_1497C;		42972at2157;					PF10103;	IPR022454;IPR018766;IPR042271;	VNG_1497C
Q9HPS1	celM					aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]	64091.VNG_1498G;		27966at2157;					PF05343;	IPR008007;IPR023367;	celM VNG_1498G
Q9HPS2	snp				ribonucleoprotein complex [GO:1990904]		64091.VNG_1496G;						SM00651;	PF01423;	IPR001163;IPR010920;	snp VNG_1496G
Q9HPS5					integral component of membrane [GO:0016021]				94698at2157;					PF04238;	IPR007352;	VNG_1492C
Q9HPS6							64091.VNG_1490H;		109337at2157;		cd00090;				IPR011991;IPR036388;IPR036390;	VNG_1490H
Q9HPS7	boa2						64091.VNG_1488G;		67263at2157;					PF04967;	IPR007050;IPR036388;	boa2 VNG_1488G
Q9HPS8							64091.VNG_1487H;		83907at2157;					PF12900;	IPR024747;IPR012349;	VNG_1487H
Q9HPS9																VNG_1486H
Q9HPT0					integral component of membrane [GO:0016021]				74507at2157;							VNG_1484H
Q9HPT1						DNA binding [GO:0003677]	64091.VNG_1483C;		112492at2157;		cd00093;				IPR001387;IPR010982;	VNG_1483C
Q9HPT2	acd5					acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	64091.VNG_1482G;		36092at2157;			PS00073;		PF00441;PF02770;PF02771;	IPR006089;IPR006091;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;	acd5 VNG_1482G
Q9HPT4				dephosphorylation [GO:0016311]; DNA repair [GO:0006281]		phosphoglycolate phosphatase activity [GO:0008967]	64091.VNG_1480C;							PF13419;	IPR036412;IPR041492;IPR023214;	VNG_1480C
Q9HPT5					integral component of membrane [GO:0016021]		64091.VNG_1479H;							PF19139;	IPR043860;	VNG_1479H
Q9HPT7				protein transport [GO:0015031]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		64091.VNG_1476C;		5636at2157;			PS50156;		PF03176;	IPR004869;IPR004767;IPR022813;IPR000731;	VNG_1476C
Q9HPT8					integral component of membrane [GO:0016021]		64091.VNG_1475C;		35553at2157;					PF07705;	IPR011635;IPR013783;	VNG_1475C
Q9HPT9	est					acyltransferase activity [GO:0016746]	64091.VNG_1474G;							PF12697;	IPR029058;IPR000073;	est VNG_1474G
